sal_id,freq,interval,byday,bymonthday,dtstart,until,valid_from,valid_to,opens_at,closes_at,description
sal_concentra_downtown_detroit,WEEKLY,,WE,,2026-09-14,,,,07:00,18:00,
sal_concentra_downtown_detroit,WEEKLY,,TH,,2026-09-14,,,,07:00,18:00,
sal_concentra_downtown_detroit,WEEKLY,,FR,,2026-09-14,,,,07:00,18:00,
sal_concentra_downtown_detroit,WEEKLY,,SA,,2026-09-14,,,,10:00,14:00,
sal_bridging_communities_rides_to_the_doctor_for_older_neigh,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,09:00,17:00,
sal_henry_ford_same_day_care_on_ford_road,WEEKLY,,"MO,TU",,2026-09-14,,,,08:00,18:00,
sal_henry_ford_same_day_care_on_ford_road,WEEKLY,,"WE,TH,FR",,2026-09-14,,,,07:00,17:00,
sal_corewell_health_urgent_care_in_dearborn,WEEKLY,,"MO,TU,WE,TH,FR,SA,SU",,2026-09-14,,,,08:00,20:00,
sal_get_well_urgent_care_grand_river,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,19:00,
sal_get_well_urgent_care_grand_river,WEEKLY,,"SA,SU",,2026-09-14,,,,08:00,17:00,
sal_get_well_urgent_care_west_warren,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,24:00,
sal_get_well_urgent_care_west_warren,WEEKLY,,"SA,SU",,2026-09-14,,,,08:00,21:00,
sal_1st_choice_urgent_care_dearborn_west,WEEKLY,,"MO,TU,WE,TH,FR,SA,SU",,2026-09-14,,,,09:00,21:00,
sal_hmc_urgent_care,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,09:00,23:00,
sal_hmc_urgent_care,WEEKLY,,"SA,SU",,2026-09-14,,,,11:00,23:00,
sal_west_dearborn_urgent_care,WEEKLY,,"MO,TU,WE,TH,FR,SA,SU",,2026-09-14,,,,10:00,20:00,
sal_detroit_health_department_main_clinic,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:30,16:00,
sal_detroit_health_department_at_the_samaritan_center,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,09:30,16:00,
sal_detroit_health_shots_for_babies_kids_and_adults,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:30,15:45,
sal_detroit_health_free_lead_test_for_kids,WEEKLY,,TH,,2026-09-14,,,,08:30,17:00,
sal_detroit_health_free_hiv_and_sti_testing_treatment_and_pr,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,16:30,
sal_detroit_health_wic_at_woodward,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_woodward,WEEKLY,,WE,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_woodward,WEEKLY,,FR,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_outer_drive,WEEKLY,,MO,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_outer_drive,WEEKLY,,WE,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_outer_drive,WEEKLY,,TH,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_michigan,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_michigan,WEEKLY,,TH,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_michigan,WEEKLY,,FR,,2026-09-14,,,,09:00,16:00,
sal_detroit_health_wic_at_west_warren,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_west_warren,WEEKLY,,WE,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_wic_at_west_warren,WEEKLY,,FR,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_kercheval,WEEKLY,,TH,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_kercheval,WEEKLY,,FR,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_wic_at_kercheval,WEEKLY,,SA,,2026-09-14,,,,09:00,14:00,
sal_detroit_health_wic_at_samaritan,WEEKLY,,TU,,2026-09-14,,,,09:00,17:00,
sal_detroit_health_wic_at_samaritan,WEEKLY,,WE,,2026-09-14,,,,11:00,19:00,
sal_detroit_health_wic_at_samaritan,WEEKLY,,SA,,2026-09-14,,,,10:00,14:00,
sal_detroit_health_neighborhood_wellness_center_at_bethel_ba,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_bethel_ba,WEEKLY,,WE,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_bethel_ba,WEEKLY,,FR,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_southwest,WEEKLY,,MO,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_southwest,WEEKLY,,WE,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_southwest,WEEKLY,,TH,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_hartford_,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_hartford_,WEEKLY,,TH,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_hartford_,WEEKLY,,FR,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_triumph_c,WEEKLY,,MO,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_triumph_c,WEEKLY,,WE,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_triumph_c,WEEKLY,,FR,,2026-09-14,,,,10:00,17:00,
sal_detroit_health_neighborhood_wellness_center_at_historic_,WEEKLY,,TH,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_historic_,WEEKLY,,FR,,2026-09-14,,,,10:00,18:00,
sal_detroit_health_neighborhood_wellness_center_at_historic_,WEEKLY,,SA,,2026-09-14,,,,09:00,14:00,
sal_detroit_department_reduced_fare_bus_id_card,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,15:30,
sal_city_of_help_with_a_highland_park_property_tax_bill_you_,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:30,17:00,
sal_capuchin_soup_showers_at_meldrum_community_center,WEEKLY,,"MO,WE,FR",,2026-09-14,,,,09:00,13:00,
sal_team_east_clinic,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,09:00,17:00,
sal_csk_shoppers_choice_pantry,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:30,16:00,
sal_team_wellness_center,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,18:00,
sal_passenger_recovery_recovery_community_center,WEEKLY,,"WE,TH,FR,SA",,2026-09-14,,,,12:00,20:00,
sal_passenger_recovery_recovery_community_center,WEEKLY,,SU,,2026-09-14,,,,13:00,20:00,
sal_vivent_health_free_hiv_and_sti_tests,WEEKLY,,MO,,2026-09-14,,,,08:30,17:00,
sal_vivent_health_free_hiv_and_sti_tests,WEEKLY,,TU,,2026-09-14,,,,13:00,17:00,
sal_vivent_health_free_hiv_and_sti_tests,WEEKLY,,"WE,TH,FR",,2026-09-14,,,,08:30,17:00,
sal_michigan_immigrant_free_immigration_legal_help_detroit_o,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,09:30,16:30,
sal_city_of_dearborn_senior_services,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,17:00,
sal_u_s_department_detroit_vet_center,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:00,16:30,
sal_detroit_public_free_computers_and_wifi_at_the_main_libra,WEEKLY,,MO,,2026-09-14,,,,10:00,18:00,
sal_detroit_public_free_computers_and_wifi_at_the_main_libra,WEEKLY,,"TU,WE",,2026-09-14,,,,12:00,20:00,
sal_detroit_public_free_computers_and_wifi_at_the_main_libra,WEEKLY,,"TH,FR,SA",,2026-09-14,,,,10:00,18:00,
sal_detroit_public_free_computers_and_wifi_at_the_bowen_libr,WEEKLY,,MO,,2026-09-14,,,,10:00,18:00,
sal_detroit_public_free_computers_and_wifi_at_the_bowen_libr,WEEKLY,,TU,,2026-09-14,,,,12:00,20:00,
sal_detroit_public_free_computers_and_wifi_at_the_bowen_libr,WEEKLY,,WE,,2026-09-14,,,,10:00,18:00,
sal_detroit_public_free_computers_and_wifi_at_the_bowen_libr,WEEKLY,,TH,,2026-09-14,,,,12:00,20:00,
sal_detroit_public_free_computers_and_wifi_at_the_bowen_libr,WEEKLY,,SA,,2026-09-14,,,,10:00,18:00,
sal_ser_metro_detroit_youthbuild_learning_academy_southwest_,WEEKLY,,"MO,TU,WE,TH,FR",,2026-09-14,,,,08:30,15:00,
